Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
2218,2218,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,641572847,Manufacturing,,Manufacturing,SrvBOH_ManufacturingC_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2219,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,2220,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,592592455,Retail or wholesale sales,A retail store,Retail or wholesale sales,SrvBOH_RetailWholeC_v2r0,1,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2221,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2223,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2224,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,149230791,"Transportation, warehousing, and utilities (e.g., water, sanitation, electric)",,"Transportation, warehousing, and utilities",SrvBOH_TransUtilC_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2225,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2227,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2228,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,439857718,"Professional and business services (e.g., real estate, technical and scientific services, finance, insurance)",,Professional and business services,SrvBOH_ServicesC_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2229,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,2230,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,133362151,Construction or equipment repair,Construction,Construction or equipment repair,SrvBOH_ConstructionC_v2r0,4,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,2231,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2232,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,372993567,"Mining, quarrying, and oil and gas extraction",Mining,"Mining, quarrying, and oil and gas extraction",SrvBOH_MiningC_v2r0,5,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,2233,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,2235,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2236,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,927863729,"Farming, fishing, or forestry",,"Farming, fishing, or forestry",SrvBOH_FarmFishC_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,2237,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,2239,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,2240,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,709307391,"Accommodation and food services (e.g., hotels and restaurants)",,Accommodation and food services,SrvBOH_AcomFoodC_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2241,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2243,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2244,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,766533183,Healthcare or social assistance,,Healthcare or social assistance,SrvBOH_HlthcareC_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2245,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2246,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,698814077,Government,,Government,SrvBOH_GovernmentC_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2247,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2249,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2250,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,942545134,"Military, police, firefighting, security services",,"Military, police, firefighting, security services",SrvBOH_MilPoliceC_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,2251,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2253,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,2254,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,924908599,Education,,Education,SrvBOH_EduC_v1r0,11,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2255,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2256,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,868510850,"Arts, entertainment, and recreation",,"Arts, entertainment, and recreation",SrvBOH_ArtsRecC_v1r0,12,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,2257,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,2258,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,807835037,Other |__|,,Other,SrvBOH_OtherBusinessC_v1r0,55,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,2259,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,2260,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,923333992,What type of business was this at your current employer? Other [text box],,Other text box,SrvBOH_OtherBsnDescC_v1r0,BSNSSTYP1_TB,Char,300,,N/A,,No,No,Only fill if other selection for BSNSSTYP1,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2261,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,178420302,Unavailable/Unknown,,Do not know,SrvBOH_BsnUnknownC_v1r0,77,Num,1,104430631,0 = No,,,,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,2262,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2263,129084651,Survey,726699695,Background and Overall Health,,,,,,,868232409,"What products were made, or services provided, by this current employer? If multiple, please provide the product/services related to your work unit. For example: automotive parts, residential home construction, accounting services, pharmaceutical research.",,Current employers services or prodcuts,SrvBOH_ServiceProdC_v1r0,EMPLYRSRVCE1,Char,300,,N/A,,No,Yes,,,,,,,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,2264,129084651,Survey,726699695,Background and Overall Health,,,,,,,739294356,How many years have you worked in that current job?,,Years current job,SrvBOH_CurrentJobYr_v1r0,WORK4,Num,2,,N/A,,No,Yes,,,,,,,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,2265,129084651,Survey,726699695,Background and Overall Health,,,,,,,847533056,Is this your longest-held job?,,Longest held job,SrvBOH_LongestJob_v1r0,WORK5,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Multiple Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2266,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2267,129084651,Survey,726699695,Background and Overall Health,,,,,,,403258164,Have you ever worked for pay (full-time or part-time)?,,Ever work,SrvBOH_EverWork_v1r0,WORK6,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Multiple Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2268,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2269,129084651,Survey,726699695,Background and Overall Health,,,,,,,118061122,"What was your longest-held job? Please be descriptive. For example, high school math teacher, emergency room nurse, automobile painter.",,Past job title,SrvBOH_PastJobTitle_v1r0,WORK7,Char,300,,N/A,,No,No,,,,,,,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2270,129084651,Survey,726699695,Background and Overall Health,,,,,,,279637054,Please identify the occupation category that best describes this longest held job.,,Past occupation category,SrvBOH_PastOccupCat_v1r0,OCCUPTN2,Char,17,,,,No,No,,,,,,9/14/21,,Self Populates Outside of Quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2271,129084651,Survey,726699695,Background and Overall Health,,,,,,,988878019,What was your employer's for this longest held job?,,Past employer's for job,SrvBOH_EmployerP_v1r0,EMPLYR2,Char,70,,N/A,,No,Yes,,,,,,8/9/21,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2272,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Keep,,641572847,Manufacturing,,Manufacturing,SrvBOH_ManufacturingP_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2273,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,2274,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Revised,,592592455,Retail or wholesale sales,A retail store,Retail or wholesale sales,SrvBOH_RetailWholeP_v2r0,1,Num,1,104430631,0=No,,No,No,,,,,,2/7/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,2275,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2277,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,2278,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,149230791,"Transportation, warehousing, and utilities (e.g., water, sanitation, electric)",,"Transportation, warehousing, and utilities",SrvBOH_TransUtilP_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2279,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2281,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2282,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,439857718,"Professional and business services (e.g., real estate, technical and scientific services, finance, insurance)",,Professional and business services,SrvBOH_ServicesP_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2283,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2284,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Revised,,133362151,Construction or equipment repair,Construction,Construction or equipment repair,SrvBOH_ConstructionP_v2r0,4,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,2285,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2286,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Revised,,372993567,"Mining, quarrying, and oil and gas extraction",Mining,"Mining, quarrying, and oil and gas extraction",SrvBOH_MiningP_v2r0,5,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2287,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,2289,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,2290,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,927863729,"Farming, fishing, or forestry",,"Farming, fishing, or forestry",SrvBOH_FarmFishP_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,2291,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,2293,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,2294,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,709307391,"Accommodation and food services (e.g., hotels and restaurants)",,Accommodation and food services,SrvBOH_AcomFoodP_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2295,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,2297,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2298,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,766533183,Healthcare or social assistance,,Healthcare or social assistance,SrvBOH_HlthcareP_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2299,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,2300,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Keep,,698814077,Government,,Government,SrvBOH_GovernmentP_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2301,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2303,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2304,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,942545134,"Military, police, firefighting, security services",,"Military, police, firefighting, security services",SrvBOH_MilPoliceP_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,2305,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,2307,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,2308,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,924908599,Education,,Education,SrvBOH_EduP_v1r0,11,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2309,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2310,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,New,,868510850,"Arts, entertainment, and recreation",,"Arts, entertainment, and recreation",SrvBOH_ArtsRecP_v1r0,12,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,2311,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,2312,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Keep,,807835037,Other |__|,,Some other type of business,SrvBOH_OtherBusinessP_v1r0,55,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,2313,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,2314,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Keep,,739237614,What type of business was this at your longest held job? Other [text box],,Other text box,SrvBOH_OtherBsnDescP_v1r0,BSNSSTYP2_TB,Char,300,,N/A,,No,No,Only fill if other selection for BSNSSTYP2,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,2315,129084651,Survey,726699695,Background and Overall Health,530742915,What type of business was this at your longest held job? [Select all that apply.],,BSNSSTYP2,Keep,,178420302,Unavailable/Unknown,,Do not know,SrvBOH_BsnUnknownP_v1r0,77,Num,1,104430631,0 = No,,,,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,2316,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,2317,129084651,Survey,726699695,Background and Overall Health,,,,,,,233198706,"What products were made, or services provided, by this longest held job employer? If multiple, please provide the product/services related to your work unit. For example: automotive parts, residential home construction, accounting services, pharmaceutical research.",,Current employers services or prodcuts,SrvBOH_ServiceProdP_v1r0,EMPLYRSRVCE2,Char,300,,N/A,,No,Yes,,,,,,8/5/21,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,2318,129084651,Survey,726699695,Background and Overall Health,,,,,,,686172464,How many years have you worked in that longest held job?,,Years past job,SrvBOH_YearsPastJob_v1r0,WORK8,Num,2,878064359,N/A,,No,Yes,,,,,,8/5/21,,Text only Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,2320,,,,,,,,,,,,,,,,,,,632371391,1= 1 day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2321,,,,,,,,,,,,,,,,,,,709969190,2= 2 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2322,,,,,,,,,,,,,,,,,,,928753604,3= 3 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2323,,,,,,,,,,,,,,,,,,,686379250,4= 4 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2324,,,,,,,,,,,,,,,,,,,107714591,5= 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,2325,,,,,,,,,,,,,,,,,,,689829953,6= 6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,2326,,,,,,,,,,,,,,,,,,,164282814,7= 7 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,